,Job_Title,Queried_Salary,Job_Type,Skill,No_of_Skills,Company,No_of_Stars
2241,Data Scientist: NLP - FS Poly,140000-159999,data_scientist,"['TS/SCI Clearance', 'Machine Learning', 'R', 'Perl', 'SAS', 'Java', 'Natural Language Processing', 'CI', 'SPSS', 'MATLAB', 'Python']",11,stanleyreid,0
2242,Sr. Data Scientist / Mgr - Advanced Analytics,140000-159999,data_scientist,"['R', 'Python', 'SQL']",3,IQ Workforce,0
2243,Data Scientist - Machine Learning,140000-159999,data_scientist,"['AI', 'Machine Learning', 'Hadoop', 'Kafka', 'R', 'Scala', 'HBase', 'Java', 'Spark', 'Docker', 'Python', 'AWS']",12,Payette Group,0
2244,Data Scientist - Machine Learning,140000-159999,data_scientist,"['AI', 'Machine Learning', 'Hadoop', 'Kafka', 'R', 'Scala', 'HBase', 'Java', 'Spark', 'Docker', 'Python', 'AWS']",12,Payette Group,0
2245,"Senior Data Scientist, Partnerships",140000-159999,data_scientist,"['Data Warehouse', 'R', 'SAS', 'Python', 'SQL', 'Tableau']",6,IQ Workforce,0
2246,Senior Data Scientist Manager,140000-159999,data_scientist,"['TensorFlow', 'Machine Learning', 'Experimental Design', 'R', 'C/C++', 'SQL', 'Natural Language Processing', 'STATA', 'MATLAB', 'Network', 'Spark', 'NoSQL', 'Python']",13,Quest Diagnostics,4
2247,Data Scientist - Senior Manager - Energy & Utilities Industr...,140000-159999,data_scientist,"['Pig', 'Hive', 'Machine Learning', 'R', 'Azure', 'Sentiment Analytics', 'SQL', 'Big Data', 'Natural Language Processing', 'S3', 'PostgreSQL', 'MATLAB', 'Leadership Experience', 'Statistical Software', 'Data Mining', 'Microsoft Powerpoint', 'Hadoop', 'SAP', 'SAS', 'Oracle']",20,Capgemini,4
2248,GPGPU - Machine Learning Architect,140000-159999,data_scientist,"['TensorFlow', 'Machine Learning', 'Image Processing', 'Python']",4,Intel,4
2249,Data & AI Architect,140000-159999,data_scientist,"['TensorFlow', 'AI', 'Machine Learning', 'Network', 'R', 'Azure', 'Image Processing', 'SQL', 'Natural Language Processing', 'Spark', 'Software Development', 'Python']",12,Microsoft,4
2250,Arity Data Scientist Senior Manager,140000-159999,data_scientist,"['Machine Learning', 'Marketing', 'R', 'SAS', 'Java', 'SPSS', 'MATLAB', 'Python']",8,Allstate,4
2251,Sr. Data Scientist,140000-159999,data_scientist,"['Ruby', 'Hadoop', 'R', 'Perl', 'Scala', 'SAS', 'SQL', 'MySQL', 'Spark', 'MATLAB', 'Python', 'AWS']",12,Stride Search,0
2252,Artificial Intelligence Principal Research Scientist,140000-159999,data_scientist,"['Natural Language Processing', 'Data Mining', 'Machine Learning']",3,Accenture,4
2253,Senior Data Scientist - Virtual and Augmented Reality,140000-159999,data_scientist,"['Data Mining', 'Machine Learning', 'Scala', 'SQL', 'Java', 'Spark', 'SaaS', 'PostgreSQL', 'Unit Testing']",9,Redfish Technology - High Tech Executive Recruiters,0
2254,Data Scientist 5 (Sr. Data Architect MDM),140000-159999,data_scientist,"['XML', 'Oracle', 'Leadership Experience']",3,CRGT Inc.,3
2255,Senior Manager - AI/Data Scientist Pre-Sales Architect,140000-159999,data_scientist,"['IIS', 'TensorFlow', 'Machine Learning', 'Hadoop', 'Azure', 'Tableau', 'Big Data', 'Cassandra', 'Spark']",9,Avanade,4
2256,Senior Data Scientist,140000-159999,data_scientist,"['Hadoop', 'R', 'Scala', 'SAS', 'Solr', 'SQL', 'Java', 'Lucene', 'MySQL', 'Cassandra', 'Spark', 'MATLAB', 'Data Science', 'Python', 'AWS']",15,Stride Search,0
2257,Data Scientist: Anomaly Detection - FS Poly,140000-159999,data_scientist,"['TS/SCI Clearance', 'Machine Learning', 'R', 'Perl', 'SAS', 'Java', 'Natural Language Processing', 'CI', 'SPSS', 'MATLAB', 'Python']",11,stanleyreid,0
2258,Senior Data Scientist,140000-159999,data_scientist,"['Machine Learning', 'R', 'SPSS', 'Data Analysis', 'JavaScript', 'Data Mining', 'TS/SCI Clearance', 'Hadoop', 'Kafka', 'SAS', 'Tableau', 'Python']",12,OGSystems,4
2259,"Sr. Data Scientist, Marketing",140000-159999,data_scientist,"['Marketing', 'R', 'SAS', 'Python', 'Multichannel Marketing', 'SQL', 'Tableau']",7,IQ Workforce,0
2260,"Director, Data Science – Machine Learning, Big Data, Data Mi...",140000-159999,data_scientist,"['Hive', 'Data Mining', 'Machine Learning', 'Hadoop', 'R', 'Scala', 'Image Processing', 'Management Experience', 'SAS', 'Omniture', 'SQL', 'Java', 'Natural Language Processing', 'Spark', 'Python']",15,NBCUniversal,4
2261,Data Scientist: Machine Learning - FS Poly,140000-159999,data_scientist,"['TS/SCI Clearance', 'Machine Learning', 'R', 'Perl', 'SAS', 'Java', 'Natural Language Processing', 'CI', 'SPSS', 'MATLAB', 'Python']",11,stanleyreid,0
2262,Big Data/Machine Learning Developer,140000-159999,data_scientist,"['TensorFlow', 'Linux', 'Microsoft SQL Server', 'Machine Learning', 'Power BI', 'R', 'DynamoDB', 'Azure', 'Sentiment Analytics', 'Solr', 'SQL', 'JSON', 'Natural Language Processing', 'T-SQL', 'PL/SQL', 'S3', 'Design Experience', 'MATLAB', 'AI', 'Scripting']",20,Leidos,4
2263,"Chief Data Scientist, Senior Manager",140000-159999,data_scientist,"['AI', 'Data Mining', 'Machine Learning', 'Big Data', 'Natural Language Processing', 'Leadership Experience']",6,Booz Allen Hamilton,4
2264,Data Scientist: Predictive Analytics - FS Poly,140000-159999,data_scientist,"['TS/SCI Clearance', 'Machine Learning', 'R', 'Perl', 'SAS', 'Java', 'Natural Language Processing', 'CI', 'SPSS', 'MATLAB', 'Python']",11,stanleyreid,0
2265,"Data Scientist - Senior Consultant - San Francisco, CA",140000-159999,data_scientist,"['Machine Learning', 'R', 'Azure', 'SQL', 'Apache', 'Big Data', 'SPSS', 'Management Consulting', 'Data Mining', 'Hadoop', 'SAS', 'Oracle', 'Tableau', 'Alteryx', 'Spark', 'Python', 'DB2', 'AWS']",18,Clarity Insights,4
2266,Senior Data Scientist - Cyber Security Analytics,140000-159999,data_scientist,"['TensorFlow', 'Machine Learning', 'CompTIA Security+', 'Network', 'Hadoop', 'Scala', 'Perl', 'R', 'SQL', 'CEH', 'Big Data', 'Java', 'CISSP', 'Spark', 'Python', 'GSEC']",16,Visa,4
2267,Data Scientist: Behavioral Analytics - FS Poly,140000-159999,data_scientist,"['TS/SCI Clearance', 'Machine Learning', 'R', 'Perl', 'SAS', 'Java', 'Natural Language Processing', 'CI', 'SPSS', 'MATLAB', 'Python']",11,stanleyreid,0
2268,"Solutions Architect, Machine Learning, Google Cloud",140000-159999,data_scientist,"['TensorFlow', 'Machine Learning', 'Data Management', 'Google Cloud Platform', 'CI/CD', 'Cloud Computing', 'SQL', 'NoSQL']",8,Google,4
2269,Sr. Data Scientist (Product Science),140000-159999,data_scientist,"['R', 'SAS', 'Python', 'SQL', 'Tableau']",5,IQ Workforce,0
2270,23103 Principal Data Scientist - HealthTech / Diagnostics -...,140000-159999,data_scientist,"['Data Mining', 'Machine Learning', 'R', 'Image Processing', 'C/C++', 'Design Controls', 'MATLAB', 'Data Science', 'Python', 'Quality Management']",10,Redfish Technology - High Tech Executive Recruiters,0
2271,Data Scientist: sole-source Prime - FS Poly,140000-159999,data_scientist,"['TS/SCI Clearance', 'Machine Learning', 'R', 'Perl', 'SAS', 'Java', 'Natural Language Processing', 'CI', 'SPSS', 'MATLAB', 'Python']",11,stanleyreid,0
2272,"Machine Learning, NLP and NLG Developer - VP",140000-159999,data_scientist,"['Natural Language Processing', 'AI', 'Machine Learning', 'Design Experience', 'Unit Testing', 'Python']",6,Citi,4
2273,Sr. Data Scientist (Pricing of Consumer Products),140000-159999,data_scientist,"['R', 'SAS', 'Python', 'SQL', 'Tableau']",5,IQ Workforce,0
2274,"Solutions Architect, Machine Learning, Google Cloud",140000-159999,data_scientist,"['TensorFlow', 'Machine Learning', 'Data Management', 'Google Cloud Platform', 'CI/CD', 'Cloud Computing', 'SQL', 'NoSQL']",8,Google,0
2275,Product Manager - Relevance & Machine Learning,140000-159999,data_scientist,"['Natural Language Processing', 'Wireframing']",2,Yelp,4
2276,Data Scientist,140000-159999,data_scientist,"['Java', 'Big Data', 'Hadoop', 'R', 'Oracle', 'Python', 'Teradata']",7,Dice,0
2277,Data Scientist: Cybersecurity - FS Poly,140000-159999,data_scientist,"['TS/SCI Clearance', 'Machine Learning', 'R', 'Perl', 'SAS', 'Java', 'Natural Language Processing', 'CI', 'SPSS', 'MATLAB', 'Python']",11,stanleyreid,0
2278,Senior Manager - AI/Data Scientist Pre-Sales Architect,140000-159999,data_scientist,"['IIS', 'TensorFlow', 'Machine Learning', 'Hadoop', 'Azure', 'Tableau', 'Big Data', 'Cassandra', 'Spark']",9,Avanade,4
2279,Machine Learning Research Scientist,140000-159999,data_scientist,['Machine Learning'],1,3coast,4
2280,Data Scientist with Neo4J and Computer Visualization Skills...,140000-159999,data_scientist,"['Pig', 'Hive', 'Machine Learning', 'R', 'Azure', 'Sentiment Analytics', 'SQL', 'Big Data', 'Natural Language Processing', 'S3', 'PostgreSQL', 'MATLAB', 'Statistical Software', 'Data Mining', 'Microsoft Powerpoint', 'Hadoop', 'SAP', 'Image Processing', 'SAS', 'MongoDB']",20,Capgemini,4
2281,Data Scientist: Risk Analytics - FS Poly,140000-159999,data_scientist,"['TS/SCI Clearance', 'Machine Learning', 'R', 'Perl', 'SAS', 'Java', 'Natural Language Processing', 'CI', 'SPSS', 'MATLAB', 'Python']",11,stanleyreid,0
2282,"Senior Data Scientist, Algorithms and Machine Learning - Hea...",140000-159999,data_scientist,"['Data Mining', 'Machine Learning', 'R', 'C/C++', 'Design Controls', 'MATLAB', 'Data Science', 'Python', 'Quality Management']",9,Redfish Technology - High Tech Executive Recruiters,0
2283,Data Scientist: Insider Threat - FS Poly,140000-159999,data_scientist,"['TS/SCI Clearance', 'Machine Learning', 'R', 'Perl', 'SAS', 'Java', 'Natural Language Processing', 'CI', 'SPSS', 'MATLAB', 'Python']",11,stanleyreid,0
2284,Lead Data Scientist - Cyber Security Analytics,140000-159999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Network', 'Hadoop', 'Kafka', 'Scala', 'Perl', 'SQL', 'Big Data', 'Angular', 'Spark', 'Shell Scripting', 'Python']",14,Visa,4
2285,"Solutions Architect, Machine Learning, Google Cloud",140000-159999,data_scientist,"['TensorFlow', 'Machine Learning', 'Data Management', 'Google Cloud Platform', 'CI/CD', 'Cloud Computing', 'SQL', 'NoSQL']",8,Google,4
2286,Data Scientist: Network Security - FS Poly,140000-159999,data_scientist,"['TS/SCI Clearance', 'Machine Learning', 'R', 'Perl', 'SAS', 'Java', 'Natural Language Processing', 'CI', 'SPSS', 'MATLAB', 'Python']",11,stanleyreid,0
2287,VP - Data Scientist - Applications Development Technical Lea...,140000-159999,data_scientist,"['Hive', 'Machine Learning', 'Hadoop', 'Kafka', 'Predictive Analytics', 'Spark', 'Python']",7,Citi,4
2288,VP - Data Scientist - Applications Development Technical Lea...,140000-159999,data_scientist,"['Hive', 'Machine Learning', 'Hadoop', 'Kafka', 'Predictive Analytics', 'Spark', 'Python']",7,Citi,4
2289,"Data Platform Lead, Machine Learning",140000-159999,data_scientist,"['Machine Learning', 'Go', 'SDLC', 'R', 'Scala', 'SQL', 'Java', 'Big Data', 'Python']",9,Paypal,4
2290,Senior NLP/Deep Learning Scientist,140000-159999,data_scientist,"['TensorFlow', 'Natural Language Processing', 'Machine Learning', 'Python', 'SQL']",5,Harnham,5
2291,Machine Learning Team Lead,140000-159999,data_scientist,"['AI', 'Spark', 'Machine Learning', 'Python', 'SQL']",5,Coinbase,5
2292,Senior Manager - AI/Data Scientist Pre-Sales Architect,140000-159999,data_scientist,"['IIS', 'TensorFlow', 'Machine Learning', 'Hadoop', 'Azure', 'Tableau', 'Big Data', 'Cassandra', 'Spark']",9,Avanade,4
2293,VP - Data Scientist - Applications Development Technical Lea...,140000-159999,data_scientist,"['Hive', 'Machine Learning', 'Hadoop', 'Kafka', 'Predictive Analytics', 'Spark', 'Python']",7,Citi,4
2294,VP - Data Scientist - Applications Development Technical Lea...,140000-159999,data_scientist,"['Hive', 'Machine Learning', 'Hadoop', 'Kafka', 'Predictive Analytics', 'Spark', 'Python']",7,Citi,4
2295,Senior Data Scientist - NLP / Product Science,140000-159999,data_scientist,"['TensorFlow', 'Pig', 'Hive', 'Hadoop', 'SQL', 'Natural Language Processing', 'Cassandra', 'Spark', 'Python']",9,IQ Workforce,0
2296,Senior Data Scientist (Machine Learning / Computer Vision) -...,140000-159999,data_scientist,"['Data Mining', 'Machine Learning', 'MATLAB', 'Image Processing', 'Python']",5,Redfish Technology - High Tech Executive Recruiters,0
2297,23222 Senior Data Scientist (Machine Learning / Computer Vis...,140000-159999,data_scientist,"['Data Mining', 'Machine Learning', 'MATLAB', 'Image Processing', 'Python']",5,Redfish Technology - High Tech Executive Recruiters,0
2298,"Product Manager, Machine Learning",140000-159999,data_scientist,['Machine Learning'],1,"Two Sigma Investments, LLC.",4
2299,Machine Learning Global Program Director,140000-159999,data_scientist,"['Program Management', 'AI', 'Project Management']",3,Lionbridge Technologies,3
2300,Data scientist with Big data experience,140000-159999,data_scientist,"['Statistical Software', 'Hive', 'Machine Learning', 'Hadoop', 'R', 'SAS', 'SQL', 'Big Data', 'Spark', 'Data Analysis', 'Python']",11,Dice,0
2301,Director of Machine Learning,140000-159999,data_scientist,"['TensorFlow', 'Natural Language Processing', 'Machine Learning', 'Docker', 'Azure', 'Python', 'AWS']",7,GlassDoor,0
2302,Lead Data Scientist,140000-159999,data_scientist,"['Hive', 'Data Mining', 'Machine Learning', 'Hadoop', 'Network', 'R', 'Scala', 'Java', 'Spark', 'NoSQL', 'MATLAB', 'Python']",12,Payette Group,0
2303,Lead Data Scientist,140000-159999,data_scientist,"['Hive', 'Data Mining', 'Machine Learning', 'Hadoop', 'Network', 'R', 'Scala', 'Java', 'Spark', 'NoSQL', 'MATLAB', 'Python']",12,Payette Group,0
2304,Machine Learning Architect,140000-159999,data_scientist,"['Database Administration', 'Leadership Experience', 'SQL']",3,PwC,4
2305,Artificial Intelligence / Machine Learning Scientist PhD REQ...,140000-159999,data_scientist,"['JavaScript', 'AI', 'Machine Learning', 'Network', 'C/C++', 'Java', 'Big Data', 'Natural Language Processing', 'Data Science', 'Python']",10,Signify,4
2306,Senior Scientist - Clinical Informatics / NLP,140000-159999,data_scientist,"['ICD Coding', 'C/C++', 'Tableau', 'Java', '.Net', 'Natural Language Processing', 'C#', 'QlikView', 'Python', 'SPARQL']",10,Philips,4
2307,Principal Technologist - Machine Learning and Data Science,140000-159999,data_scientist,"['AI', 'Machine Learning', 'Project Management', 'Management Experience', 'Software Development']",5,Blue Origin,4
2308,"Senior/Staff Research Scientist - Machine Learning, AI & NLP",140000-159999,data_scientist,"['AI', 'Machine Learning', 'Service-Oriented Architecture', 'C/C++', 'Java', 'Natural Language Processing', 'Software Development', 'Python']",8,"Medallia, Inc.",4
2309,Research Director – Machine Learning,140000-159999,data_scientist,"['Natural Language Processing', 'Machine Learning']",2,Spotify,4
2310,"Manager, Machine Learning",140000-159999,data_scientist,"['Natural Language Processing', 'Machine Learning', 'Project Management', 'Leadership Experience']",4,Lab126,0
2311,"Manager, Machine Learning",140000-159999,data_scientist,"['Natural Language Processing', 'Machine Learning', 'Project Management', 'Leadership Experience']",4,Lab126,0
2312,"Data Scientist, Personalization",>160000,data_scientist,"['Machine Learning', 'Hadoop', 'Scala', 'Image Processing', 'C/C++', 'Java', 'Data Warehouse', 'Python']",8,Nike,4
2313,Data Scientist,>160000,data_scientist,"['TensorFlow', 'Data Mining', 'Machine Learning', 'Hadoop', 'Kafka', 'SQL', 'Natural Language Processing', 'Spark', 'NoSQL', 'Python', 'Elasticsearch']",11,Stella.ai,0
2314,Data Scientist,>160000,data_scientist,"['Machine Learning', 'Hadoop', 'Project Management', 'R', 'HTML5', 'SQL', 'MongoDB', 'Spark', 'CSS', 'Python', 'ADAS', 'PHP', 'AWS']",13,Xilinx,4
2315,Data Scientist,>160000,data_scientist,"['JavaScript', 'Data Mining', 'Machine Learning', 'Hadoop', 'R', 'SAS', 'C/C++', 'SQL', 'Tableau', '.Net', 'Java', 'Predictive Analytics', 'Spark', 'QlikView', 'SPSS', 'Data Analysis', 'MATLAB', 'Python']",18,TIBCO Software,4
2316,Data Scientist,>160000,data_scientist,"['Natural Language Processing', 'Data Mining', 'Machine Learning', 'Data Science']",4,"Discovery Communications, LLC",4
2317,Data Scientist,>160000,data_scientist,"['Pig', 'Hive', 'Machine Learning', 'Experimental Design', 'Perl', 'R', 'C/C++', 'Solr', 'Natural Language Processing', 'Data Analysis', 'MATLAB', 'AI', 'Data Mining', 'Hadoop', 'Scala', 'HBase', 'Java', 'Lucene', 'Spark', 'NoSQL']",20,S&P Global,4
2318,Data Scientist - CA,>160000,data_scientist,"['Hive', 'Microsoft SQL Server', 'Machine Learning', 'Scripting', 'Hadoop', 'R', 'Statisical Analysis', 'HTML5', 'Java', 'SPSS', 'Python']",11,Bind Benefits,0
2319,Data Scientist,>160000,data_scientist,"['Pig', 'Hive', 'Machine Learning', 'Experimental Design', 'Perl', 'R', 'C/C++', 'Solr', 'Natural Language Processing', 'Data Analysis', 'MATLAB', 'AI', 'Data Mining', 'Hadoop', 'Scala', 'HBase', 'Java', 'Lucene', 'Spark', 'NoSQL']",20,McGraw Hill Financial,4
2320,Data Scientist (Predictive Services),>160000,data_scientist,"['Java', 'Data Mining', 'Machine Learning', 'R', 'Scala', 'Python', 'GIS']",7,Opendoor,3
2321,Data Scientist - Machine Learning,>160000,data_scientist,"['Machine Learning', 'Data Analysis', 'Python']",3,Affirm,4
2322,1244531 - Data Scientist,>160000,data_scientist,"['TensorFlow', 'Machine Learning', 'Hadoop', 'Scala', 'Kafka', 'HBase', 'Big Data', 'Java', 'Software Development', 'Python', 'Elasticsearch']",11,Cisco Systems,4
2323,Data Scientist,>160000,data_scientist,"['TensorFlow', 'AI', 'Machine Learning', 'R', 'Scala', 'Spark', 'Git', 'Python', 'Data Science']",9,7Park Data,0
2324,Data Scientist,>160000,data_scientist,"['Linux', 'Machine Learning', 'Scripting', 'SQL', 'Spark', 'NoSQL', 'Shell Scripting', 'Python', 'AWS']",9,Narvar,4
2325,Senior Data Scientist,>160000,data_scientist,"['Pig', 'Hive', 'Machine Learning', 'Hadoop', 'R', 'Weka', 'Scala', 'SQL', 'Java', 'STATA', 'Spark', 'MATLAB', 'Python']",13,Splunk,4
2326,Sr. Data Scientist,>160000,data_scientist,"['Machine Learning', 'R', 'Python', 'SQL']",4,Keep Truckin,0
2327,Data Scientist- Digital Media,>160000,data_scientist,"['Database Marketing', 'Customer Segmentation', 'Quantitative Analysis', 'Machine Learning', 'Marketing', 'Digital Marketing', 'Excel', 'SQL', 'Big Data', 'Business Analysis']",10,David Weekley Homes,4
2328,"Data Scientist, Analytics - Sharing/Stories",>160000,data_scientist,"['TensorFlow', 'Hive', 'Quantitative Analysis', 'Machine Learning', 'Scripting', 'Hadoop', 'R', 'Perl', 'SAS', 'MATLAB', 'Python', 'PHP']",12,Facebook,4
2329,Data Scientist,>160000,data_scientist,"['TensorFlow', 'AI', 'Machine Learning', 'R', 'C/C++', 'Natural Language Processing', 'Python']",7,Moody's Corporation,4
2330,Data Scientist,>160000,data_scientist,"['Linux', 'AI', 'Data Mining', 'Machine Learning', 'Network', 'Oracle', 'C/C++', 'Java', 'Cybersecurity', 'Python']",10,Ace Technologies,4
2331,Data Scientist,>160000,data_scientist,"['TensorFlow', 'Machine Learning', 'Scala', 'R', 'Azure', 'Java', 'Natural Language Processing', 'Python', 'AWS']",9,"Linc Global, Inc.",0
2332,Principal Data Scientist I,>160000,data_scientist,"['Machine Learning', 'R', 'C/C++', 'Java', 'Signal Processing', 'Python', 'OOP']",7,Roche,4
2333,Sr Data Scientist,>160000,data_scientist,"['Spring', 'JavaScript', 'Hive', 'AI', 'System Design', 'Machine Learning', 'Hadoop', 'Kafka', 'Tableau', 'Java', 'Node.js', 'Cassandra', 'Spark', 'Software Development', 'Redis', 'PostgreSQL', 'Python']",17,NVIDIA,4
2334,Staff Data Scientist,>160000,data_scientist,"['Machine Learning', 'Hadoop', 'R', 'SQL', 'Spark', 'Python']",6,Walmart,4
2335,"Data Scientist, Analytics (Integrity)",>160000,data_scientist,"['Hive', 'Quantitative Analysis', 'Hadoop', 'R', 'Oracle', 'SAS', 'SQL', 'STATA', 'MySQL', 'SPSS', 'MATLAB', 'Python']",12,Facebook,4
2336,Data Scientist - Natural Language Processing,>160000,data_scientist,"['TensorFlow', 'AI', 'Machine Learning', 'R', 'Scala', 'Solr', 'Sentiment Analytics', 'Apache', 'Lucene', 'Natural Language Processing', 'Spark', 'Git', 'Python']",13,7Park Data,0
2337,Data Scientist - User Behavior Analytics,>160000,data_scientist,['Python'],1,Symantec,4
2338,"Data Scientist, Analytics - Messenger Growth",>160000,data_scientist,"['TensorFlow', 'Hive', 'Quantitative Analysis', 'Machine Learning', 'Scripting', 'Network', 'Hadoop', 'R', 'Perl', 'SAS', 'MATLAB', 'Python', 'PHP']",13,Facebook,4
2339,"Data Scientist, Analytics - Messenger Growth",>160000,data_scientist,"['TensorFlow', 'Hive', 'Quantitative Analysis', 'Machine Learning', 'Scripting', 'Network', 'Hadoop', 'R', 'Perl', 'SAS', 'MATLAB', 'Python', 'PHP']",13,Facebook,4
2340,Data Scientist,>160000,data_scientist,"['TensorFlow', 'Hive', 'Machine Learning', 'Statisical Analysis', 'S3', 'AI', 'Hadoop', 'Spark', 'Python']",9,Figure,5
2341,Senior Data Scientist,>160000,data_scientist,"['Linux', 'Ruby', 'Machine Learning', 'Hadoop', 'Scala', 'Perl', 'Oracle', 'C/C++', 'Solr', 'MySQL', 'Spark', 'NoSQL', 'Shell Scripting', 'Python', 'Jenkins', 'Elasticsearch']",16,Walmart eCommerce,4
2342,Expert Data Scientist,>160000,data_scientist,"['Machine Learning', 'Hadoop', 'R', 'SAP', 'SAS', 'Oracle', 'SQL', 'Teradata', 'Tableau', 'Spark', 'Python', 'AWS']",12,PG&E,4
2343,Alibaba Cloud Data Scientist San Mateo,>160000,data_scientist,"['Big Data', 'Data Mining', 'Machine Learning', 'Hadoop', 'R']",5,Alibaba,4
2344,Principal Data Scientist,>160000,data_scientist,"['TensorFlow', 'Spark', 'Machine Learning', 'Python', 'AWS']",5,Formation,0
2345,Senior Data Scientist,>160000,data_scientist,"['Linux', 'Ruby', 'Machine Learning', 'Hadoop', 'Scala', 'Perl', 'Oracle', 'C/C++', 'Solr', 'MySQL', 'Spark', 'NoSQL', 'Shell Scripting', 'Python', 'Jenkins', 'Elasticsearch']",16,Walmart,4
2346,Lead Data Scientist,>160000,data_scientist,"['Machine Learning', 'Data Analysis', 'R', 'Marketing', 'Python', 'Tableau']",6,FoxNext Games,0
2347,1244527 - Senior Data Scientist,>160000,data_scientist,"['TensorFlow', 'Machine Learning', 'Hadoop', 'Scala', 'Kafka', 'HBase', 'Big Data', 'Java', 'Software Development', 'Python', 'Elasticsearch']",11,Cisco Systems,4
2348,Senior Data Scientist,>160000,data_scientist,"['Natural Language Processing', 'MongoDB', 'Data Mining', 'R', 'Sentiment Analytics', 'SQL', 'Elasticsearch']",7,Reorg Research,0
2349,"Data Scientist / Quantitative Researcher, Systematic Trading",>160000,data_scientist,"['Natural Language Processing', 'AI', 'Machine Learning']",3,DRW Trading Group,5
2350,Data Scientist Manager - Vice President,>160000,data_scientist,['Quantitative Research'],1,JPMorgan Chase,4
2351,"Data Scientist / Quantitative Researcher, Systematic Trading",>160000,data_scientist,"['Natural Language Processing', 'AI', 'Machine Learning']",3,DRW,0
2352,Senior Data Scientist,>160000,data_scientist,"['Hive', 'Machine Learning', 'Hadoop', 'Scala', 'C/C++', 'SQL', 'HBase', 'Java', 'Big Data', 'Spark', 'Shell Scripting', 'Python']",12,ServiceNow,4
2353,Chief Data Scientist,>160000,data_scientist,"['Pig', 'AI', 'Hive', 'Machine Learning', 'Hadoop', 'R', 'Tableau', 'Apache', 'Big Data', 'Natural Language Processing', 'MongoDB', 'Spark', 'Design Experience', 'NoSQL', 'Python']",15,Accenture,4
2354,Motif Capital – Data Scientist,>160000,data_scientist,"['Machine Learning', 'Hadoop', 'Scala', 'R', 'Statisical Analysis', 'C/C++', 'Java', 'Big Data', 'Natural Language Processing', 'Hibernate', 'Cassandra', 'Spark', 'Python']",13,Motif Investing,2
2355,"Data Scientist, Analytics - Crisis Response",>160000,data_scientist,"['TensorFlow', 'Hive', 'Quantitative Analysis', 'Scripting', 'Hadoop', 'R', 'Perl', 'SAS', 'MATLAB', 'Python', 'PHP']",11,Facebook,4
2356,Systems software Performance Data Scientist Sunnyvale/China,>160000,data_scientist,"['Big Data', 'Data Mining', 'Machine Learning', 'Python', 'SQL']",5,Alibaba,4
2357,Senior Data Scientist,>160000,data_scientist,"['Machine Learning', 'Python']",2,CircleUp,0
2358,Principal Data Scientist,>160000,data_scientist,"['TensorFlow', 'Spark', 'Machine Learning', 'Python', 'AWS']",5,Formation,0
2359,NLP Scientist,>160000,data_scientist,"['TensorFlow', 'AI', 'Machine Learning', 'Scala', 'Sentiment Analytics', 'C/C++', 'Java', 'Natural Language Processing', 'Spark', 'Python']",10,AIG,4
2360,Senior Quantitative Strategist/Data Scientist,>160000,data_scientist,"['Machine Learning', 'Signal Processing']",2,"Two Sigma Investments, LLC.",4
2361,Data Scientist,>160000,data_scientist,"['Hive', 'Machine Learning', 'TS/SCI Clearance', 'Hadoop', 'R', 'Big Data', 'Spark', 'Design Experience', 'Data Science', 'Python', 'Signal Processing']",11,Booz Allen Hamilton,4
2362,Principal Data Scientist,>160000,data_scientist,"['Data Mining', 'Machine Learning', 'Hadoop', 'R', 'C/C++', 'Cloud Computing', 'Java', '.Net', 'Spark', 'C#', 'NoSQL', 'MATLAB', 'Python', 'AWS']",14,"Samsung Semiconductor, Inc.",4
2363,Senior Data Scientist (Marketing),>160000,data_scientist,"['Python', 'SQL']",2,Darwin Recruitment,0
2364,Quantitative Data Scientist,>160000,data_scientist,"['TensorFlow', 'Hive', 'Spark', 'Machine Learning', 'Hadoop', 'R', 'C/C++', 'Python', 'SQL']",9,Harnham,5
2365,"Data Scientist, Compliance, Security, and Investigations OpT...",>160000,data_scientist,"['Hive', 'Machine Learning', 'Experimental Design', 'Scripting', 'Perl', 'Oracle', 'MySQL', 'Software Development', 'Python', 'PHP']",10,Facebook,4
2366,Data Scientist – Cloud Services,>160000,data_scientist,"['Data Mining', 'Machine Learning', 'Data Management', 'R', 'SQL', 'Tableau', 'Big Data', 'Java', 'Natural Language Processing', 'S3', 'NoSQL', 'Python', 'AWS']",13,JPMorgan Chase,4
2367,Data Scientist,>160000,data_scientist,"['Spark', 'Machine Learning', 'Hadoop', 'SQL']",4,Jobspring Partners,4
2368,Principal Data Scientist,>160000,data_scientist,"['Java', 'Cybersecurity', 'AI', 'Machine Learning', 'Scala', 'Python', 'C/C++']",7,Zingbox,0
2369,Head Data Scientist,>160000,data_scientist,"['Java', '.Net', 'Data Mining', 'C#', 'R', 'Python', 'C/C++', 'SQL']",8,All-In Analytics,0
2370,Chief Data Scientist,>160000,data_scientist,"['AI', 'TS/SCI Clearance', 'Strategic Planning']",3,Booz Allen Hamilton,4
2371,Data Scientist - Global Research & Data Analytics - Associat...,>160000,data_scientist,"['TensorFlow', 'Hive', 'Machine Learning', 'Hadoop', 'R', 'C/C++', 'SQL', 'Java', 'Natural Language Processing', 'Spark', 'Git', 'MATLAB', 'Python']",13,JPMorgan Chase,4
